caseNumber,id,name,status,caseType,year,age,gender,city,county,state,dateAdded,lastVerified,sourceCount,caseUrl,summary
125,nakyla-williams,Nakyla Williams,unsolved,missing_persons,2021,24,female,Indianapolis,,IN,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/nakyla-williams.html,"Nakyla Williams, 24, a hairstylist who ran a salon out of her basement, disappeared in Indianapolis, Indiana on November 8, 2021, after a doorbell camera captured her getting into a loud, gray or white pickup truck outside her mother's home. She was later seen at a different residence that evening before leaving and never being heard from again. Her family identified a man named Bestin (or Destyn) Hoyle as the last person known to be with her; police sought him for questioning, though they have not classified him as a formal suspect. Her mother has said Hoyle left the state for Flint, Michigan shortly after Williams disappeared and deleted his social media interactions with her. Her family believes she may have been trafficked. No arrest has ever been made and Williams has never been found."
126,jahi-turner,Jahi Turner,unresolved,missing_persons,2002,2,male,San Diego,San Diego,CA,2026-09-08,2026-08-21,8,https://www.unsolvedblackcases.com/cases/jahi-turner.html,"Jahi Turner, 2, disappeared from a Golden Hill-area playground in San Diego on April 25, 2002, while in the care of his stepfather, Tieray Jones, whose 18-year-old Navy sailor wife was deployed at sea. Jones told police he left Jahi with a woman and other children at the park to buy a soda and returned to find them all gone; police found inconsistencies in his account but lacked evidence to charge him at the time. The case went cold for 14 years until new evidence, including a journal entry Jones wrote to his wife describing Jahi as unresponsive after a fall two days before he was reported missing, led to a murder charge in 2016. A 2018 jury deadlocked 10–2 in favor of acquittal on second-degree murder, and 10–2 in favor of conviction on the lesser charge of involuntary manslaughter; the judge declared a mistrial and later denied prosecutors' request for a second trial, finding it unlikely any future jury could reach a unanimous verdict given the missing body and 16-year delay. No one has ever been convicted, and Jahi has never been found."
127,anwar-green,Anwar Green,unsolved,missing_persons,2001,,male,Newark,Essex,NJ,2026-09-08,2026-08-21,4,https://www.unsolvedblackcases.com/cases/anwar-green.html,"Anwar Green disappeared in Newark, New Jersey on January 19, 2001, after he and his friend Rahim Martin cashed a civil lawsuit settlement check for over $8,000 at a bank in downtown Newark. Surveillance footage showed Green appearing nervous and repeatedly glancing at the door inside the bank. The two men were last seen together at a nearby office building, where Martin briefly called his uncle from a lobby payphone without going up to see him. The day after the pair were reported missing, a man's burned and murdered body was found inside a deliberately set house fire in Newark; that body was identified as Martin in August 2010, nine years later, using DNA technology unavailable at the time of his death. No trace of Green has ever been found, and investigators believe both men were the victims of a robbery connected to the cash they were carrying."
128,brown-family,"Carolyn, Sheketah, Barry & Brandon Brown",unsolved,missing_persons,1985,,,Port St. Lucie,St. Lucie,FL,2026-09-08,2026-08-21,5,https://www.unsolvedblackcases.com/cases/brown-family.html,"Carolyn Denise Brown, 27, and her three children — 10-year-old Sheketah, 6-year-old Barry, and 2-year-old Brandon — disappeared from their Port St. Lucie, Florida home in July 1985. Carolyn's mother alerted police in August after weeks without contact; officers found the home undisturbed at first glance, but Carolyn's purse held identification cut into pieces, an untouched meal sat on the dining table, and a freshly repainted wall concealed bloodstains beneath. Carolyn's husband and the children's father, James Michael Brown, later confessed in detail to killing all four, telling investigators where he said he disposed of each body — locations that were searched without any remains ever being recovered. Court-appointed psychiatrists diagnosed James as a paranoid schizophrenic experiencing hallucinations; a jury found him not guilty by reason of insanity in the deaths of Carolyn and Sheketah, and he was never separately charged for Barry and Brandon's deaths because their locations couldn't be confirmed. He was committed to a Florida mental health facility, later released to a halfway house, and was free by 1997. No family member has ever been found, and no one has ever been convicted of a crime in their deaths."
129,jalesa-reynolds,Jalesa Chantell Reynolds,unsolved,missing_persons,2010,,female,Scotland Neck,Halifax,NC,2026-09-08,2026-08-21,4,https://www.unsolvedblackcases.com/cases/jalesa-reynolds.html,"Jalesa Chantell Reynolds, a shy teenager described by loved ones as more outgoing online than in person, disappeared from Scotland Neck, North Carolina on February 22, 2010. She had logged onto Facebook that morning from the public library, then logged on again that afternoon from the home of Dwayne Hosea Davis, a registered sex offender with a prior rape conviction. Authorities believe she left Davis's residence sometime between 2:00 and 3:00 p.m. that day; she has never been heard from since. No arrest has ever been made and Jalesa has never been found."
130,tasha-wright,Tasha Shante Wright,unsolved,missing_persons,1989,10,female,Dallas,Dallas,TX,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/tasha-wright.html,"Tasha Shante Wright, 10, a gifted-and-talented fourth-grader, disappeared while walking a short distance within her own apartment complex in east Dallas, Texas on October 14, 1989. She successfully delivered a message from her mother to a neighbor's apartment, but never made it back to her own unit only a few doors away. An unconfirmed witness sighting placed her in a nearby breezeway shortly afterward, and she may have been seen staring at nearby bushes moments before vanishing. Extensive searches by police, search dogs, and helicopters covering a five-mile radius found no trace of her. No suspect has ever been publicly named and Tasha has never been found."
131,barbara-dreher,Barbara Jean Dreher,unsolved,missing_persons,1984,39,female,Washington,,DC,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/barbara-dreher.html,"Barbara Jean Dreher, 39, a mother of five who had worked as a Washington, D.C. public school secretary for fifteen years, disappeared on August 12, 1984 after dropping her two young sons off at her adult daughter's home, telling them she was going to pick up some money and would return shortly. Days later, her son spotted her burgundy Oldsmobile being driven by an unfamiliar man; he followed the car, called police, and identified the driver at the scene. Because the car had not been reported stolen, the man was released without arrest, though a ski mask, gloves, and rope were found inside the impounded vehicle. In 2018, D.C. police's cold case squad examined whether skeletal remains found in a Southeast D.C. apartment crawl space could be Dreher's, using DNA comparison; no match has been publicly confirmed. No one has ever been charged, and Barbara has never been found."
132,millbrook-twins,Dannette & Jeannette Millbrook,unsolved,missing_persons,1990,15,female,Augusta,Richmond,GA,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/millbrook-twins.html,"Dannette and Jeannette Millbrook, 15-year-old fraternal twins, disappeared in Augusta, Georgia on March 18, 1990, after walking to a nearby gas station for snacks and telling their mother a man in a van had followed part of their route earlier that day. A gas station clerk was the last person to see them; nothing further is known about the man in the van. The Richmond County Sheriff's Office concluded the girls were runaways based on hearsay and closed the case in 1991, despite their mother's insistence they would not have left voluntarily. The case sat effectively unworked for over two decades until a newly elected sheriff reopened it in 2013; investigators have since interviewed witnesses, canvassed the area, and collected DNA samples from family members, but the case remains unsolved. Their case is believed to be one of the only unresolved disappearances of twins in American history."
133,pshara-jones,Pshara Marie Jones,unsolved,missing_persons,2015,20,female,Claremore,Rogers,OK,2026-09-08,2026-08-21,5,https://www.unsolvedblackcases.com/cases/pshara-jones.html,"Pshara Marie Jones, 20, a pharmacy employee, left her family's home in Claremore, Oklahoma on foot and without her phone on the evening of September 21, 2015, following an argument. Bank records show two transactions that same night, including one at a convenience store, but no account activity since. She never returned for medication she took for a mental health condition and never showed up for her next shift at the pharmacy where she worked. Her mother did not report her missing for roughly two weeks, initially expecting her to return or call as she reportedly had after past arguments. The Claremore Police Department's chief investigator has stated publicly that investigators strongly believe foul play was involved. No arrest has ever been made and Pshara has never been found."
134,clinton-avenue-five,The Clinton Avenue Five,unresolved,missing_persons,1978,,male,Newark,Essex,NJ,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/clinton-avenue-five.html,"Melvin Pittman, 17, Ernest Taylor, 17, Alvin Turner, 16, Randy Johnson, 16, and Michael McDowell, 16 — five teenagers known as the Clinton Avenue Five — vanished together in Newark, New Jersey on August 20, 1978, after playing basketball and getting into a pickup truck driven by Lee Anthony Evans, a local handyman who paid them in odd jobs. The case went cold as a missing-persons file for three decades until 2008, when Evans's cousin Philander Hampton, in police custody on an unrelated charge, confessed after a 13-hour interrogation that Evans had lured the boys to a vacant house, locked them in a closet at gunpoint over a stolen-marijuana dispute, and set the building on fire, killing all five. Hampton pleaded guilty and received a 10-year sentence plus $15,000 in relocation money in exchange for testifying against Evans. At Evans's 2011 trial, where he represented himself, a jury acquitted him of all ten murder-related charges, finding the prosecution's case — built almost entirely on Hampton's confession, with no bodies or physical evidence ever recovered — insufficient. No one has ever been convicted of killing the five boys, whose remains have never been found."
135,anthony-lamar-smith,Anthony Lamar Smith,unresolved,homicide,2011,24,male,St. Louis,St. Louis,MO,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/anthony-lamar-smith.html,"Anthony Lamar Smith, 24, was shot and killed by St. Louis Police Officer Jason Stockley on December 20, 2011, after a high-speed chase that began when Stockley believed he witnessed a drug transaction outside a Church's Chicken. Dashcam audio captured Stockley telling his partner “we're killing this [expletive], don't you know it” less than a minute before shooting Smith five times. Prosecutors alleged Stockley then planted a revolver in Smith's car — only Stockley's DNA was found on the gun, not Smith's. Stockley was charged with first-degree murder in 2016 and chose to have his case decided by a judge rather than a jury; in September 2017, Circuit Judge Timothy Wilson acquitted him, writing the state had not proven its case beyond a reasonable doubt and remarking that “an urban heroin dealer not in possession of a firearm would be an anomaly.” No one has ever been convicted in Smith's death."
136,christian-taylor,Christian Taylor,unsolved,homicide,2015,19,male,Arlington,Tarrant,TX,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/christian-taylor.html,"Christian Taylor, 19, an Angelo State University football player, was shot and killed by rookie Arlington, Texas Police Officer Brad Miller on August 7, 2015, inside a car dealership showroom he had broken into and was vandalizing while, an autopsy later showed, under the influence of a hallucinogen. Miller broke from his training officer and entered the showroom alone without informing his supervisor, then shot Taylor, who was unarmed, four times as Taylor advanced toward him after refusing to get on the ground. Miller was fired days later for what the police chief called a “catastrophic” tactical decision to confront Taylor alone. A Tarrant County grand jury declined to indict Miller in June 2016. No one has ever been charged in Taylor's death."
137,kajieme-powell,Kajieme Powell,unsolved,homicide,2014,25,male,St. Louis,St. Louis,MO,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/kajieme-powell.html,"Kajieme Powell, 25, was shot and killed by St. Louis Police Officers Nicholas Shelton and Ellis Brown outside a convenience store on August 19, 2014 — ten days after the shooting of Michael Brown in nearby Ferguson. Officers responding to a report of shoplifting and a man carrying a knife found Powell, who witnesses said was in mental distress; a bystander's cellphone video showed police firing 12 shots roughly 23 seconds after arriving on scene, as Powell advanced holding what a later analysis confirmed was a knife. St. Louis Circuit Attorney Jennifer Joyce reviewed forensic evidence, witness accounts, and a 3-D spatial reconstruction before announcing in November 2015 that no charges would be filed, concluding a criminal violation could not be proven beyond a reasonable doubt. A use-of-force expert later hired by Powell's family disputed the analysis Joyce's office relied on. No one has ever been charged in Powell's death."
138,vonderrit-myers-jr,VonDerrit Myers Jr.,unsolved,homicide,2014,18,male,St. Louis,St. Louis,MO,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/vonderrit-myers-jr.html,"VonDerrit Myers Jr., 18, was shot and killed by an off-duty St. Louis police officer, Jason Flanery, working a private security patrol job on October 8, 2014, in the city's Shaw neighborhood — exactly two months after Michael Brown's death in nearby Ferguson. Police said Myers ran from the officer, then turned and fired three shots at him during a foot chase before Flanery returned fire, striking Myers multiple times; a stolen 9mm handgun was recovered at the scene. Myers's family disputed that he was armed at the moment he was shot and said the investigation contained inconsistencies. St. Louis Circuit Attorney Jennifer Joyce reviewed the case independently of a grand jury and announced in May 2015 that criminal charges could not be proven beyond a reasonable doubt. No one has ever been charged in Myers's death."
139,legrier-and-jones,Quintonio LeGrier & Bettie Jones,unsolved,homicide,2015,,,Chicago,Cook,IL,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/legrier-and-jones.html,"Quintonio LeGrier, 19, a Northern Illinois University student experiencing a mental health crisis, and Bettie Jones, 55, his family's downstairs neighbor, were both shot and killed by Chicago Police Officer Robert Rialmo on December 26, 2015, while responding to a domestic disturbance call. Jones opened her door to direct officers upstairs; LeGrier came down the stairs swinging an aluminum bat, and Rialmo fired eight shots, six striking LeGrier and one accidentally striking Jones, whom police immediately acknowledged was an innocent bystander. The Cook County State's Attorney's Office declined to bring criminal charges in 2017, finding insufficient evidence to disprove self-defense. The city's own police oversight agency later found Rialmo's account “inconsistent and ultimately unreliable” and recommended his firing; the Chicago Police Board unanimously fired him in 2019, though only over the Jones shooting — a separate civil jury found the LeGrier shooting itself justified. No one has ever been criminally charged in either death."
140,willie-mccoy,Willie McCoy,unsolved,homicide,2019,20,male,Vallejo,Solano,CA,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/willie-mccoy.html,"Willie McCoy, 20, a local rapper, was shot and killed by six Vallejo, California police officers who fired 55 rounds at him in 3.5 seconds on February 9, 2019, after he was found asleep behind the wheel of his car in a Taco Bell drive-thru with a handgun in his lap. Officers surrounded the vehicle; when McCoy stirred awake, they said he reached for the gun, and all six opened fire, striking him roughly 25 times. The Solano County District Attorney recused her office, and a special prosecutor concluded in January 2021 that all six officers acted in lawful self-defense. An independent use-of-force report commissioned by the city separately found the shooting “reasonable and necessary,” though the police chief internally recommended firing one of the six officers for unsafe firearm handling that endangered his colleagues — the only consequence any officer faced. No one has ever been criminally charged in McCoy's death."
141,marcus-david-peters,Marcus-David Peters,unsolved,homicide,2018,24,male,Richmond,,VA,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/marcus-david-peters.html,"Marcus-David Peters, 24, a high school biology teacher, was shot and killed by Richmond, Virginia Police Officer Michael Nyantakyi on May 14, 2018, during a mental health crisis. Peters struck several vehicles with his car, crashed near an Interstate 95 ramp, then emerged naked and unarmed and ran into rush-hour highway traffic, where he was struck by a passing car. Body camera video showed him lying in the road, rolling and moving his limbs, before getting up and running toward Nyantakyi shouting threats; the officer deployed a Taser without effect, then fired his service weapon. Richmond's Commonwealth's Attorney found the shooting a “justifiable homicide” months later in 2018, and a successor prosecutor who reopened the case at the family's request reached the identical conclusion in 2020. No one has ever been charged in Peters's death, and his name has become a lasting symbol of Richmond's police reform movement."
142,ronell-foster,Ronell Foster,unsolved,homicide,2018,33,male,Vallejo,Solano,CA,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/ronell-foster.html,"Ronell Foster, 33, a father of two, was shot and killed by Vallejo, California Police Officer Ryan McMahon on February 13, 2018, after McMahon tried to stop him for riding his bicycle without a headlight. Foster fled on foot after a chase; McMahon Tased him twice without effect, struck him repeatedly with a metal flashlight — including at least one blow to the head, which McMahon later admitted was a use of deadly force — and, after Foster grabbed the flashlight, shot him seven times, including once in the head and four times in the back. The Solano County District Attorney's Office cleared McMahon of criminal charges in January 2020, nearly two years later, finding the shooting justified. McMahon was the same officer who, thirteen months after killing Foster, was one of six Vallejo officers who fired 55 rounds at Willie McCoy in a Taco Bell drive-thru. No one has ever been charged in Foster's death."
143,mansur-ball-bey,Mansur Ball-Bey,unsolved,homicide,2015,18,male,St. Louis,St. Louis,MO,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/mansur-ball-bey.html,"Mansur Ball-Bey, 18, was shot and killed by St. Louis Police Officers Kyle Chandler and Ronald Vaughan while they were serving a search warrant in the Fountain Park neighborhood on August 19, 2015. Police said Ball-Bey pointed a gun at officers as he ran out the back door of the home being searched; his family disputed he was armed at all. St. Louis Circuit Attorney Jennifer Joyce declined to charge either officer in June 2016, citing insufficient evidence to disprove self-defense. In February 2025, nearly a decade later, a federal jury in a wrongful death lawsuit rejected the officers' account, awarding Ball-Bey's family $18.75 million after deliberating for just 90 minutes. As of August 2025, the city still had not paid the judgment. No one has ever been criminally charged in Ball-Bey's death."
144,stephon-watts,Stephon Watts,unsolved,homicide,2012,15,male,Calumet City,Cook,IL,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/stephon-watts.html,"Stephon Watts, 15, who was diagnosed with Asperger's syndrome and ADHD, was shot and killed in his own basement by Calumet City, Illinois police officers on February 1, 2012, after his father called the department's non-emergency line for help during an argument over school — following prior advice from social workers to call police when Stephon became agitated. Police had responded to the home at least ten times over the previous two years, and the address was flagged as belonging to a person with a disability. Officers said Stephon lunged at them with a steak knife; his father maintained it was only a butter knife. Two officers fired, killing him within roughly two minutes of entering the home. Cook County's State's Attorney cleared both officers of any misconduct that April, and a decade-long civil suit ended in 2022 when an Illinois appellate court ruled the officers were legally immune from liability. No officer was ever criminally charged, disciplined, or fired."
145,dontre-hamilton,Dontre Hamilton,unsolved,homicide,2014,31,male,Milwaukee,Milwaukee,WI,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/dontre-hamilton.html,"Dontre Hamilton, 31, who had schizophrenia, was shot 13 or 14 times and killed by Milwaukee Police Officer Christopher Manney at Red Arrow Park on April 30, 2014, after Manney conducted a pat-down search while responding to a call about a man sleeping in the park. Manney said Hamilton grabbed his baton and attacked him, prompting him to open fire. Milwaukee County District Attorney John Chisholm declined to charge Manney in December 2014, finding the shooting was self-defense. The U.S. Department of Justice separately reviewed the case and declined federal charges in November 2015. Police Chief Edward Flynn fired Manney months before either declination — not for the shooting itself, but for conducting a pat-down that violated department policy and escalated the encounter; that firing was later upheld through two rounds of appeal. No one has ever been criminally charged in Hamilton's death."
146,jerame-reid,Jerame Reid,unsolved,homicide,2014,36,male,Bridgeton,Cumberland,NJ,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/jerame-reid.html,"Jerame Reid, 36, was shot and killed by Bridgeton, New Jersey Police Officer Braheme Days on December 30, 2014, moments after Reid stepped out of a car with his hands raised during a traffic stop for running a stop sign. Dashcam video, released publicly in January 2015, showed Days and his partner Roger Worley ordering Reid to stay in the vehicle and not move; Reid exited anyway with his hands up, and Days opened fire, striking him fatally as Worley also fired but missed. A Cumberland County grand jury declined to indict either officer in May 2015. Federal prosecutors separately reviewed the case and announced in August 2016 that the evidence was insufficient to bring civil rights charges. No one has ever been charged in Reid's death."
147,jamar-clark,Jamar Clark,unsolved,homicide,2015,24,male,Minneapolis,Hennepin,MN,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/jamar-clark.html,"Jamar Clark, 24, was shot in the head by Minneapolis Police Officer Dustin Schwarze on November 15, 2015, during a struggle after officers responded to a report that Clark had assaulted his girlfriend and interfered with paramedics. Witnesses at the scene told police and reporters Clark was handcuffed when he was shot; the shooting sparked an 18-day protest encampment outside the police department's Fourth Precinct. Hennepin County Attorney Mike Freeman, bypassing the customary use of a grand jury, announced in March 2016 that DNA evidence and the absence of bruising on Clark's wrists showed he was not handcuffed and had grabbed at an officer's gun, and declined to bring charges. The U.S. Attorney's Office separately declined federal civil rights charges months later, and the police department cleared both officers of any policy violation. No one has ever been charged in Clark's death."
148,jason-harrison,Jason Harrison,unsolved,homicide,2014,38,male,Dallas,Dallas,TX,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/jason-harrison.html,"Jason Harrison, 38, who had bipolar disorder and schizophrenia, was shot five times and killed by Dallas Police Officers John Rogers and Andrew Hutchins on June 14, 2014, within seconds of appearing in his own doorway holding a screwdriver. His mother, Shirley Harrison, had called 911 asking for trained officers to help take her son — off his medication and in crisis — to a hospital, and told the dispatcher he was bipolar and schizophrenic. Body camera footage, the first in Dallas to capture a fatal police shooting, showed officers ordering Harrison to drop the screwdriver before shooting him five times, twice in the back, as his mother screamed for them to stop. A Dallas County grand jury declined to indict either officer in April 2015, and a federal judge dismissed the family's civil rights lawsuit in 2016, ruling the shooting did not violate Harrison's constitutional rights. No one has ever been charged in Harrison's death."
149,alfred-olango,Alfred Olango,unsolved,homicide,2016,38,male,El Cajon,San Diego,CA,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/alfred-olango.html,"Alfred Olango, 38, a Ugandan refugee who had lived in the U.S. since childhood, was shot and killed by El Cajon, California Police Officer Richard Gonsalves on September 27, 2016, within about two minutes of officers arriving in response to his sister's 911 call reporting he was mentally ill, unarmed, and having an emotional breakdown after a close friend's death. Officers said Olango pulled an object from his pocket, assumed “what appeared to be a shooting stance,” and pointed it at Gonsalves, who fired four times as a second officer simultaneously deployed a Taser; the object turned out to be a vape pen. San Diego County District Attorney Bonnie Dumanis declined to charge Gonsalves in January 2017, finding the shooting legally justified. A 2019 civil jury also cleared Gonsalves of negligence. No one has ever been criminally charged in Olango's death."
150,india-kager,India Kager,unsolved,homicide,2015,27,female,Virginia Beach,,VA,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/india-kager.html,"India Kager, 27, a Navy veteran, mother, and U.S. Postal Service worker, was shot and killed by Virginia Beach SWAT officers on September 5, 2015, when they opened fire on her car in a 7-Eleven parking lot after her passenger, Angelo Perry — the father of her four-month-old son, who was in the backseat — fired at approaching officers. Police, who had been surveilling Perry as a homicide suspect, fired approximately 30 rounds into the vehicle within about nine seconds; Kager had no criminal history and no known involvement in Perry's activities. Her infant son survived uninjured. Virginia Beach's Commonwealth's Attorney declined to charge any of the four officers in March 2016, calling the shooting justified and confirming Kager herself was not engaged in any illegal activity. In 2018, a civil jury found two of the four officers liable for gross negligence, awarding her family $800,000. No one has ever been criminally charged in Kager's death."
151,jayland-walker,Jayland Walker,unsolved,homicide,2022,25,male,Akron,Summit,OH,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/jayland-walker.html,"Jayland Walker, 25, was shot and killed by eight Akron, Ohio police officers on June 27, 2022, after fleeing a traffic stop for a broken taillight, firing a single shot from his car during the pursuit, then exiting and running on foot. Police said Walker, who was unarmed when he was shot, made a motion officers interpreted as reaching for a weapon; a gun was later found in his abandoned vehicle. The eight officers fired 94 shots in 6.7 seconds, striking Walker with 46 entrance or graze wounds, including several in the back, according to the county medical examiner. A special grand jury seated by Ohio's attorney general declined to indict any of the officers in April 2023, finding their use of force legally justified. The city later paid Walker's family a $4.8 million settlement. No one has ever been criminally charged in Walker's death."
152,takiya-young,Ta'Kiya Young,unresolved,homicide,2023,21,female,Blendon Township,Franklin,OH,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/takiya-young.html,"Ta'Kiya Young, 21, seven months pregnant with her third child, was shot and killed by Blendon Township, Ohio Police Officer Connor Grubb on August 24, 2023, in a Kroger parking lot after being accused of shoplifting alcohol. Body camera footage showed Grubb standing in front of Young's car as she slowly rolled it forward attempting to leave; he fired a single shot through the windshield, killing her and her unborn daughter. A Franklin County grand jury indicted Grubb on murder, felonious assault, and involuntary manslaughter charges in August 2024, a year after the shooting. On November 21, 2025, following a roughly two-week trial, a jury acquitted Grubb of all six charges after about 6.5 hours of deliberation, finding his use of force objectively reasonable given the moving vehicle. No one has ever been convicted in Young's death."
153,patrick-lyoya,Patrick Lyoya,unsolved,homicide,2022,26,male,Grand Rapids,Kent,MI,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/patrick-lyoya.html,"Patrick Lyoya, 26, a Congolese refugee, was shot in the back of the head by Grand Rapids, Michigan Police Officer Christopher Schurr during a traffic stop on April 4, 2022. Lyoya ran after Schurr pulled him over for a mismatched license plate; Schurr caught him, and the two struggled over Schurr's Taser for roughly two and a half minutes before Schurr, straddling Lyoya face-down on the ground, fired a single shot into the back of his head. Schurr was fired and charged with second-degree murder in June 2022, becoming one of the few Michigan officers ever criminally charged for an on-duty killing. After a three-year legal battle, his trial began in April 2025; a jury deliberated over 20 hours across four days before deadlocking, and a mistrial was declared on May 8, 2025. Kent County's prosecutor announced on May 22, 2025 that he would not seek a retrial, concluding a second trial was unlikely to produce a different result. No one has ever been convicted in Lyoya's death."
154,rayshard-brooks,Rayshard Brooks,unsolved,homicide,2020,27,male,Atlanta,Fulton,GA,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/rayshard-brooks.html,"Rayshard Brooks, 27, was shot and killed by Atlanta Police Officer Garrett Rolfe outside a Wendy's restaurant on June 12, 2020, after a struggle that began when officers tried to arrest him for driving under the influence. Brooks resisted, grabbed a Taser from Officer Devin Brosnan, and ran; an autopsy found he was shot twice in the back. Then-Fulton County District Attorney Paul Howard charged Rolfe with felony murder within days, less than three weeks after George Floyd's killing sparked nationwide protests. Howard lost his re-election bid months later, and the case was passed between three successive prosecutors before a special prosecutor appointed by Georgia's attorney general dismissed all charges against both officers in August 2022, finding the shooting objectively reasonable. Rolfe, initially fired, was reinstated with back pay by the city's Civil Service Board. No one has ever been convicted in Brooks's death."
155,amir-locke,Amir Locke,unsolved,homicide,2022,22,male,Minneapolis,Hennepin,MN,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/amir-locke.html,"Amir Locke, 22, an aspiring hip-hop artist, was shot and killed by Minneapolis Police SWAT Officer Mark Hanneman on February 2, 2022, within about ten seconds of officers using a key to enter his cousin's apartment on a no-knock warrant tied to a homicide investigation in neighboring St. Paul. Locke, asleep on the couch under a blanket, was not named in the warrant and was not a suspect in the investigation. Body camera video showed him stirring awake and rising with a handgun he was legally licensed to carry as officers shouted commands; Hanneman shot him three times, saying Locke had pointed the gun toward officers, a characterization Locke's family disputed. Minnesota's attorney general and the Hennepin County attorney jointly announced in April 2022 that there was insufficient evidence to charge Hanneman. No one has ever been charged in Locke's death."
156,andrew-brown-jr,Andrew Brown Jr.,unsolved,homicide,2021,42,male,Elizabeth City,Pasquotank,NC,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/andrew-brown-jr.html,"Andrew Brown Jr., 42, a father of seven, was shot and killed by Pasquotank County, North Carolina sheriff's deputies on April 21, 2021, while sitting in his car as they attempted to serve felony drug arrest and search warrants at his home in Elizabeth City. Three of the seven deputies present fired 14 shots as Brown's car pulled away; he was killed by a shot to the back of the head. He was unarmed, and no weapon was found in his vehicle. District Attorney Andrew Womble announced on May 18, 2021 — the day after a jury convicted Derek Chauvin of murdering George Floyd — that the shooting was ""justified"" because Brown's car had made contact with a deputy, and declined to bring any charges. Brown's family, reviewing the same body camera footage, said he never posed a threat and was ""executed"" while trying to drive away. No one has ever been charged in Brown's death."
157,aiyana-stanley-jones,Aiyana Stanley-Jones,unsolved,homicide,2010,7,female,Detroit,Wayne,MI,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/aiyana-stanley-jones.html,"Aiyana Stanley-Jones, 7, was shot in the head and killed by Detroit Police Special Response Team Officer Joseph Weekley just after midnight on May 16, 2010, as she slept on a couch next to her grandmother during a raid on their home in search of a murder suspect who did not live there. The raid, being filmed for the A&E reality show ""The First 48,"" began with another officer throwing a flash-bang grenade through the window; Weekley, first through the door, said his gun fired when the girl's grandmother, Mertilla Jones, struck it during a struggle, which she denied under oath. Weekley was charged with involuntary manslaughter and careless discharge of a firearm. His first trial ended in a hung jury in 2013; a judge later dismissed the manslaughter charge outright during his second trial in 2014, and that jury deadlocked on the remaining misdemeanor count as well, resulting in a second mistrial. Prosecutors declined to pursue a third trial, and all charges were formally dropped in January 2015. No one has ever been convicted in Aiyana's death."
158,aura-rosser,Aura Rosser,unsolved,homicide,2014,40,female,Ann Arbor,Washtenaw,MI,2026-09-08,2026-08-21,6,https://www.unsolvedblackcases.com/cases/aura-rosser.html,"Aura Rosser, 40, an artist and mother of three who was living with addiction, was shot and killed by Ann Arbor, Michigan Police Officer David Ried in her home in the early morning hours of November 10, 2014, within five to ten seconds of officers entering the house. Her boyfriend, Victor Stephens, had called police to report a domestic dispute and asked them to remove Rosser from the home, but said afterward that lethal force was not justified. Police said Rosser approached officers with a knife; Officer Mark Raab fired a Taser at the same moment Ried fired his handgun, striking her once in the chest. The Washtenaw County Prosecutor's Office declined to charge Ried in January 2015, finding the shooting lawful self-defense. No one has ever been charged in Rosser's death."
